project_id,project_name,ministry,sector,state,implementing_agency,original_cost,revised_cost,cumulative_expenditure,planned_duration_months,elapsed_months,expected_delay_months,physical_progress,expected_progress,financial_progress,previous_physical_progress,progress_change,previous_expenditure,expenditure_change,total_milestones,completed_milestones,delayed_milestones,progress_gap,cost_overrun_percent,time_overrun_percent,cost_overrun,time_overrun,risk_score,risk_level
PRJ-00102,Infrastructure Project 00102,Ministry of Communications,Water & Sanitation,Madhya Pradesh,Infrastructure Development Authority,18280.1,23311.57,17145.64,32,14,0.0,52.89,43.75,79.29,51.56,1.33,14877.46,2268.18,5,4,0,-9.14,27.52,0.0,1,0,22.58,Low
PRJ-00103,Infrastructure Project 00103,Ministry of Railways,Mining,Karnataka,Infrastructure Development Authority,778.48,804.28,510.87,84,11,6.04,20.62,13.1,63.06,13.99,6.63,485.19,25.69,23,8,3,-7.52,3.31,7.19,0,0,0.0,Low
PRJ-00104,Infrastructure Project 00104,Ministry of Jal Shakti,Steel,Madhya Pradesh,Public Sector Undertaking,41325.01,45521.78,29546.42,80,25,0.0,41.2,31.25,66.77,38.6,2.6,26504.64,3041.78,9,0,2,-9.95,10.16,0.0,1,0,8.23,Low
PRJ-00105,Infrastructure Project 00105,Ministry of Power,Energy,Bihar,Public Sector Undertaking,42808.5,53295.5,24522.53,61,17,11.2,11.73,27.87,48.06,6.37,5.37,22461.02,2061.51,18,14,3,16.13,24.5,18.36,1,1,37.39,Medium
PRJ-00106,Infrastructure Project 00106,Ministry of Jal Shakti,Social Infrastructure,Madhya Pradesh,Public Sector Undertaking,23098.86,23830.48,9247.15,48,42,4.06,86.99,87.5,41.37,80.96,6.03,8130.68,1116.46,27,24,0,0.51,3.17,8.46,0,0,9.51,Low
PRJ-00107,Infrastructure Project 00107,Ministry of Railways,Transport & Logistics,Tamil Nadu,Central Government Agency,36374.55,39058.49,23940.86,84,38,8.57,38.16,45.24,64.57,37.64,0.52,20790.58,3150.28,5,2,1,7.08,7.38,10.21,0,1,27.51,Low
PRJ-00108,Infrastructure Project 00108,Ministry of Communications,Transport & Logistics,Gujarat,Public Sector Undertaking,49453.06,53325.84,14089.83,73,23,0.0,33.41,31.51,23.83,26.13,7.29,13108.26,981.57,13,7,2,-1.91,7.83,0.0,0,0,14.29,Low
PRJ-00109,Infrastructure Project 00109,Ministry of Road Transport,Social Infrastructure,Uttar Pradesh,State Government Agency,8366.51,9148.45,2171.36,99,47,12.19,27.38,47.47,27.77,25.47,1.91,2018.4,152.96,13,8,2,20.09,9.35,12.31,0,1,32.77,Low
PRJ-00110,Infrastructure Project 00110,Ministry of Road Transport,Transport & Logistics,Bihar,Central Government Agency,9925.47,9964.23,559.3,85,10,6.52,3.89,11.76,7.5,0.71,3.18,552.0,7.31,21,9,0,7.88,0.39,7.67,0,0,15.25,Low
PRJ-00111,Infrastructure Project 00111,Ministry of Communications,Communication,Maharashtra,Public Sector Undertaking,17359.37,23782.74,3690.87,69,47,0.61,52.95,68.12,13.1,50.89,2.06,3657.92,32.95,16,0,3,15.17,37.0,0.88,1,0,39.48,Medium
PRJ-00112,Infrastructure Project 00112,Ministry of Power,Social Infrastructure,Maharashtra,Central Government Agency,5857.21,6547.37,4261.96,99,17,4.65,26.89,17.17,66.13,19.9,6.99,3799.13,462.83,13,12,1,-9.72,11.78,4.7,1,0,16.28,Low
PRJ-00113,Infrastructure Project 00113,Ministry of Coal,Coal,Odisha,Public Sector Undertaking,3462.23,3562.44,1563.2,68,64,0.0,99.98,94.12,40.65,94.6,5.38,1498.63,64.57,27,20,1,-5.86,2.89,0.0,0,0,15.81,Low
PRJ-00114,Infrastructure Project 00114,Ministry of Jal Shakti,Water & Sanitation,Andhra Pradesh,State Government Agency,22404.01,25128.16,7666.44,71,34,11.78,28.69,47.89,25.69,28.49,0.2,6923.76,742.67,8,6,3,19.19,12.16,16.6,1,1,37.19,Medium
PRJ-00115,Infrastructure Project 00115,Ministry of Housing,Water & Sanitation,Odisha,State Government Agency,3724.84,3819.36,856.74,99,104,11.21,95.75,100.0,21.92,95.44,0.31,852.76,3.98,17,2,1,4.25,2.54,11.33,0,1,18.95,Low
PRJ-00116,Infrastructure Project 00116,Ministry of Coal,Water & Sanitation,Madhya Pradesh,State Government Agency,1314.1,1342.34,1093.65,58,8,7.78,12.86,13.79,81.38,8.6,4.26,1066.04,27.62,21,14,0,0.93,2.15,13.42,0,1,11.82,Low
PRJ-00117,Infrastructure Project 00117,Ministry of Housing,Coal,West Bengal,Infrastructure Development Authority,17905.85,20841.12,4960.81,34,41,0.0,100.0,100.0,11.15,92.05,7.95,4305.75,655.06,28,1,1,0.0,16.39,0.0,1,0,14.59,Low
PRJ-00118,Infrastructure Project 00118,Ministry of Railways,Communication,Tamil Nadu,Central Government Agency,31089.92,35397.48,8219.29,87,93,7.32,100.0,100.0,19.83,94.55,5.45,7643.8,575.49,17,10,0,0.0,13.86,8.41,1,0,17.93,Low
PRJ-00119,Infrastructure Project 00119,Ministry of Coal,Water & Sanitation,West Bengal,Infrastructure Development Authority,47463.24,49268.84,21832.72,98,35,0.0,51.21,35.71,50.28,45.09,6.12,19954.47,1878.25,15,0,1,-15.49,3.8,0.0,0,0,5.53,Low
PRJ-00120,Infrastructure Project 00120,Ministry of Road Transport,Mining,Gujarat,Infrastructure Development Authority,42720.0,58302.49,23825.62,36,33,8.72,93.62,91.67,52.06,88.47,5.16,20895.79,2929.83,26,21,1,-1.96,36.48,24.21,1,1,37.25,Medium
PRJ-00121,Infrastructure Project 00121,Ministry of Steel,Water & Sanitation,Gujarat,Infrastructure Development Authority,26499.62,27016.59,21604.43,83,75,8.26,89.83,90.36,75.87,86.57,3.26,20285.14,1319.3,6,6,0,0.53,1.95,9.95,0,0,8.08,Low
PRJ-00122,Infrastructure Project 00122,Ministry of Power,Coal,Madhya Pradesh,Central Government Agency,5683.26,5828.22,3588.26,83,68,0.0,76.25,81.93,65.93,68.82,7.43,3370.21,218.04,19,1,0,5.68,2.55,0.0,0,0,4.26,Low
PRJ-00123,Infrastructure Project 00123,Ministry of Steel,Communication,Karnataka,Infrastructure Development Authority,42135.2,43188.89,28404.87,54,19,4.24,36.32,35.19,76.03,32.11,4.21,26431.41,1973.45,14,7,0,-1.13,2.5,7.85,0,0,11.18,Low
PRJ-00124,Infrastructure Project 00124,Ministry of Communications,Mining,Maharashtra,Infrastructure Development Authority,14605.01,15210.86,2690.79,57,20,4.31,39.43,35.09,14.56,37.22,2.21,2405.44,285.35,13,0,1,-4.34,4.15,7.56,0,0,14.3,Low
PRJ-00125,Infrastructure Project 00125,Ministry of Jal Shakti,Water & Sanitation,West Bengal,Infrastructure Development Authority,340.42,399.67,106.44,50,36,11.27,61.05,72.0,22.89,60.71,0.34,97.42,9.01,19,11,2,10.95,17.4,22.55,1,1,36.53,Medium
PRJ-00126,Infrastructure Project 00126,Ministry of Housing,Energy,Gujarat,Infrastructure Development Authority,33841.01,36079.73,5544.75,91,49,16.39,42.37,53.85,3.24,35.44,6.93,5148.88,395.87,9,4,0,11.48,6.62,18.01,0,1,26.79,Low
PRJ-00127,Infrastructure Project 00127,Ministry of Jal Shakti,Communication,Karnataka,Infrastructure Development Authority,293.63,328.52,113.97,61,56,1.48,93.98,91.8,36.57,88.08,5.91,108.58,5.4,17,8,1,-2.18,11.88,2.43,1,0,8.89,Low
PRJ-00128,Infrastructure Project 00128,Ministry of Jal Shakti,Energy,Tamil Nadu,Central Government Agency,35703.36,36930.55,5141.09,33,12,1.28,27.77,36.36,13.53,24.06,3.71,4398.08,743.02,29,11,1,8.59,3.44,3.88,0,0,16.5,Low
PRJ-00129,Infrastructure Project 00129,Ministry of Jal Shakti,Mining,Andhra Pradesh,Central Government Agency,15696.41,16518.21,1049.87,82,49,5.12,58.73,59.76,12.58,56.95,1.79,948.79,101.08,10,4,0,1.02,5.24,6.25,0,0,9.23,Low
PRJ-00130,Infrastructure Project 00130,Ministry of Road Transport,Transport & Logistics,Andhra Pradesh,Public Sector Undertaking,32375.97,35421.8,3632.71,52,36,0.85,88.06,69.23,10.36,80.36,7.7,3591.52,41.2,27,7,1,-18.83,9.41,1.64,0,0,14.59,Low
PRJ-00131,Infrastructure Project 00131,Ministry of Road Transport,Energy,Karnataka,Infrastructure Development Authority,9912.28,10666.22,7454.61,91,97,3.41,100.0,100.0,74.83,94.34,5.66,7385.06,69.56,21,21,1,0.0,7.61,3.75,0,0,8.26,Low
PRJ-00132,Infrastructure Project 00132,Ministry of Jal Shakti,Social Infrastructure,Andhra Pradesh,Infrastructure Development Authority,31601.45,32512.23,14646.2,44,48,0.26,100.0,100.0,42.23,98.67,1.33,13667.38,978.82,26,13,1,0.0,2.88,0.6,0,0,6.71,Low
PRJ-00133,Infrastructure Project 00133,Ministry of Jal Shakti,Communication,Gujarat,Central Government Agency,42205.94,47561.92,40230.51,87,61,3.61,70.96,70.11,81.0,65.99,4.98,34309.52,5920.99,15,1,0,-0.85,12.69,4.15,1,0,10.72,Low
PRJ-00134,Infrastructure Project 00134,Ministry of Communications,Water & Sanitation,Karnataka,Infrastructure Development Authority,45408.75,51873.55,32403.59,117,67,16.76,47.12,57.26,64.78,44.1,3.02,29720.62,2682.97,24,8,2,10.15,14.24,14.33,1,1,27.59,Low
PRJ-00135,Infrastructure Project 00135,Ministry of Jal Shakti,Transport & Logistics,Maharashtra,Central Government Agency,40432.75,44581.87,16593.89,36,12,20.97,11.14,33.33,33.8,6.63,4.51,15701.35,892.53,11,0,5,22.19,10.26,58.25,1,1,56.79,High
PRJ-00136,Infrastructure Project 00136,Ministry of Communications,Energy,Bihar,Central Government Agency,9700.91,9830.45,7308.12,64,70,0.0,100.0,100.0,70.32,97.18,2.82,6327.99,980.12,23,11,0,0.0,1.34,0.0,0,0,7.83,Low
PRJ-00137,Infrastructure Project 00137,Ministry of Housing,Steel,Rajasthan,Public Sector Undertaking,21059.48,22740.74,4523.33,42,50,0.0,100.0,100.0,19.95,96.72,3.28,3973.15,550.18,29,25,0,0.0,7.98,0.0,0,0,13.94,Low
PRJ-00138,Infrastructure Project 00138,Ministry of Power,Coal,Rajasthan,Infrastructure Development Authority,38729.23,40757.18,11494.48,92,97,12.98,95.05,100.0,24.54,92.61,2.43,11097.2,397.28,29,5,1,4.95,5.24,14.11,0,1,14.26,Low
PRJ-00139,Infrastructure Project 00139,Ministry of Railways,Energy,Andhra Pradesh,Public Sector Undertaking,15607.71,17981.03,13788.44,48,50,0.99,100.0,100.0,70.82,96.95,3.05,12931.21,857.23,20,20,3,0.0,15.21,2.07,1,0,14.68,Low
PRJ-00140,Infrastructure Project 00140,Ministry of Communications,Energy,Madhya Pradesh,Central Government Agency,39064.49,46204.28,13272.08,48,23,11.31,44.75,47.92,34.13,41.06,3.69,11438.56,1833.53,29,16,0,3.16,18.28,23.57,1,1,33.07,Low
PRJ-00141,Infrastructure Project 00141,Ministry of Jal Shakti,Energy,Uttar Pradesh,State Government Agency,43105.29,49788.02,41464.47,26,19,8.3,76.43,73.08,82.37,72.38,4.05,39055.99,2408.49,19,0,0,-3.35,15.5,31.92,1,1,15.29,Low
PRJ-00142,Infrastructure Project 00142,Ministry of Steel,Water & Sanitation,Gujarat,Infrastructure Development Authority,39141.24,40997.66,20383.4,52,21,5.7,52.28,40.38,48.81,51.33,0.95,17443.56,2939.84,12,0,0,-11.89,4.74,10.96,0,1,2.2,Low
PRJ-00143,Infrastructure Project 00143,Ministry of Power,Communication,Uttar Pradesh,Public Sector Undertaking,11452.36,12414.76,8729.17,80,74,8.67,77.24,92.5,70.66,74.94,2.3,8327.49,401.69,7,7,3,15.26,8.4,10.83,0,1,26.5,Low
PRJ-00144,Infrastructure Project 00144,Ministry of Power,Mining,Tamil Nadu,Central Government Agency,16802.39,17299.05,6854.12,42,24,0.0,55.84,57.14,46.56,50.78,5.06,6649.53,204.59,19,0,0,1.31,2.96,0.0,0,0,12.27,Low
PRJ-00145,Infrastructure Project 00145,Ministry of Railways,Communication,Bihar,Public Sector Undertaking,5203.44,5309.9,2468.89,40,4,9.21,0.49,10.0,47.36,0.0,0.49,2194.79,274.11,24,11,1,9.51,2.05,23.03,0,1,19.78,Low
PRJ-00146,Infrastructure Project 00146,Ministry of Housing,Mining,Tamil Nadu,Central Government Agency,34535.48,36283.83,14306.71,43,46,0.0,100.0,100.0,34.91,95.49,4.51,13339.53,967.18,6,1,0,0.0,5.06,0.0,0,0,15.01,Low
PRJ-00147,Infrastructure Project 00147,Ministry of Steel,Transport & Logistics,Odisha,Public Sector Undertaking,26358.95,27898.58,18631.81,53,27,10.8,41.53,50.94,70.57,35.62,5.92,18031.86,599.95,17,3,1,9.41,5.84,20.38,0,1,29.58,Low
PRJ-00148,Infrastructure Project 00148,Ministry of Housing,Communication,Uttar Pradesh,Central Government Agency,37179.82,48513.83,34144.12,96,29,9.86,24.59,30.21,67.87,22.99,1.59,29650.05,4494.07,21,17,1,5.62,30.48,10.27,1,1,28.59,Low
PRJ-00149,Infrastructure Project 00149,Ministry of Railways,Transport & Logistics,West Bengal,Central Government Agency,938.29,1054.67,366.77,33,20,4.4,62.18,60.61,39.12,58.01,4.17,363.01,3.77,17,5,1,-1.58,12.4,13.33,1,1,23.35,Low
PRJ-00150,Infrastructure Project 00150,Ministry of Communications,Coal,Andhra Pradesh,Public Sector Undertaking,29284.78,30083.72,20454.21,108,4,0.0,9.25,3.7,62.22,2.98,6.27,19167.47,1286.74,10,3,0,-5.54,2.73,0.0,0,0,4.95,Low
PRJ-00151,Infrastructure Project 00151,Ministry of Power,Communication,Karnataka,Central Government Agency,1242.38,1698.46,228.13,78,5,17.7,0.0,6.41,17.38,0.0,0.0,204.68,23.44,5,4,1,6.41,36.71,22.69,1,1,45.85,Medium
PRJ-00152,Infrastructure Project 00152,Ministry of Coal,Transport & Logistics,Tamil Nadu,State Government Agency,15593.87,17989.61,12823.8,48,47,8.02,91.87,97.92,64.23,90.01,1.85,12210.93,612.87,9,9,0,6.05,15.36,16.71,1,1,18.63,Low
PRJ-00153,Infrastructure Project 00153,Ministry of Road Transport,Coal,Andhra Pradesh,Infrastructure Development Authority,41469.23,49471.34,20751.98,53,59,0.0,100.0,100.0,42.51,98.71,1.29,20491.89,260.09,18,15,0,0.0,19.3,0.0,1,0,22.97,Low
PRJ-00154,Infrastructure Project 00154,Ministry of Power,Water & Sanitation,Odisha,Infrastructure Development Authority,44559.15,49416.53,26497.25,101,41,5.01,33.35,40.59,58.73,30.02,3.33,24792.37,1704.88,23,23,0,7.25,10.9,4.96,1,0,26.02,Low
PRJ-00155,Infrastructure Project 00155,Ministry of Railways,Transport & Logistics,Madhya Pradesh,Central Government Agency,35151.98,42574.28,20265.49,100,50,4.67,49.71,50.0,42.51,43.59,6.12,18201.76,2063.73,11,9,0,0.29,21.11,4.67,1,0,17.83,Low
PRJ-00156,Infrastructure Project 00156,Ministry of Railways,Transport & Logistics,Gujarat,State Government Agency,38857.99,50637.89,11521.15,49,18,11.06,32.26,36.73,28.23,28.65,3.61,11204.13,317.02,29,11,1,4.48,30.32,22.58,1,1,32.43,Low
PRJ-00157,Infrastructure Project 00157,Ministry of Railways,Social Infrastructure,Gujarat,State Government Agency,3923.63,4177.0,3140.6,99,59,16.2,55.2,59.6,76.65,53.35,1.85,2696.58,444.02,24,1,1,4.39,6.46,16.37,0,1,16.79,Low
PRJ-00158,Infrastructure Project 00158,Ministry of Jal Shakti,Mining,West Bengal,Public Sector Undertaking,3639.68,3970.59,342.48,118,109,6.5,94.33,92.37,4.81,93.5,0.83,339.99,2.5,6,3,1,-1.96,9.09,5.51,0,0,19.49,Low
PRJ-00159,Infrastructure Project 00159,Ministry of Power,Coal,Bihar,Infrastructure Development Authority,27469.41,27521.86,5939.05,67,31,8.28,33.32,46.27,29.53,30.87,2.46,5569.37,369.68,10,4,5,12.95,0.19,12.35,0,1,30.96,Low
PRJ-00160,Infrastructure Project 00160,Ministry of Steel,Social Infrastructure,Telangana,Central Government Agency,15794.27,17122.13,3430.18,104,92,0.11,100.0,88.46,30.97,94.01,5.99,3314.39,115.79,27,5,1,-11.54,8.41,0.11,0,0,13.18,Low
PRJ-00161,Infrastructure Project 00161,Ministry of Steel,Transport & Logistics,Bihar,Public Sector Undertaking,34777.85,46681.98,31389.9,46,8,8.86,18.54,17.39,68.99,18.23,0.31,28250.06,3139.84,24,7,0,-1.15,34.23,19.26,1,1,21.4,Low
PRJ-00162,Infrastructure Project 00162,Ministry of Power,Coal,Andhra Pradesh,Public Sector Undertaking,44422.69,57272.59,14272.73,77,40,13.38,38.77,51.95,19.84,38.59,0.18,13501.09,771.64,14,10,0,13.18,28.93,17.38,1,1,36.25,Medium
PRJ-00163,Infrastructure Project 00163,Ministry of Power,Energy,Odisha,Central Government Agency,15741.98,16399.72,10821.22,55,57,2.96,100.0,100.0,74.15,92.07,7.93,9592.91,1228.31,7,4,1,0.0,4.18,5.38,0,0,18.48,Low
PRJ-00164,Infrastructure Project 00164,Ministry of Power,Social Infrastructure,Telangana,Central Government Agency,19553.14,22833.76,10780.78,82,7,15.71,5.08,8.54,45.03,0.0,5.08,10602.79,177.99,24,10,1,3.46,16.78,19.15,1,1,30.57,Low
PRJ-00165,Infrastructure Project 00165,Ministry of Steel,Communication,Tamil Nadu,State Government Agency,2861.38,3379.04,2359.27,88,17,0.0,37.21,19.32,72.44,31.61,5.6,2062.65,296.61,18,17,0,-17.89,18.09,0.0,1,0,17.91,Low
PRJ-00166,Infrastructure Project 00166,Ministry of Housing,Mining,Andhra Pradesh,Central Government Agency,32005.75,40881.55,5148.08,66,24,5.1,35.23,36.36,16.76,31.22,4.01,4394.26,753.82,21,15,1,1.13,27.73,7.73,1,0,34.24,Low
PRJ-00167,Infrastructure Project 00167,Ministry of Railways,Water & Sanitation,Rajasthan,Public Sector Undertaking,40033.66,44488.04,35706.93,117,112,3.25,92.53,95.73,79.23,91.96,0.57,34577.91,1129.02,27,16,0,3.2,11.13,2.78,1,0,6.8,Low
PRJ-00168,Infrastructure Project 00168,Ministry of Railways,Mining,Bihar,State Government Agency,13537.82,13790.56,3254.64,83,12,0.0,4.09,14.46,27.86,2.84,1.25,3021.04,233.6,17,4,0,10.37,1.87,0.0,0,0,20.43,Low
PRJ-00169,Infrastructure Project 00169,Ministry of Railways,Water & Sanitation,Karnataka,Public Sector Undertaking,306.57,339.02,210.92,76,58,0.0,72.28,76.32,63.08,66.16,6.12,181.17,29.75,29,18,0,4.04,10.58,0.0,1,0,5.47,Low
PRJ-00170,Infrastructure Project 00170,Ministry of Steel,Steel,Tamil Nadu,Infrastructure Development Authority,23622.74,24506.78,16904.15,39,41,10.05,97.91,100.0,69.19,92.02,5.89,15603.63,1300.51,12,0,0,2.09,3.74,25.76,0,1,25.19,Low
PRJ-00171,Infrastructure Project 00171,Ministry of Power,Energy,Gujarat,Infrastructure Development Authority,48516.23,57616.78,10500.19,90,30,0.0,31.3,33.33,18.56,30.15,1.14,9910.26,589.92,20,5,0,2.04,18.76,0.0,1,0,19.34,Low
PRJ-00172,Infrastructure Project 00172,Ministry of Housing,Energy,Bihar,Public Sector Undertaking,4487.81,5658.48,1281.1,108,86,7.55,68.76,79.63,18.8,64.33,4.43,1242.76,38.34,17,12,2,10.87,26.09,6.99,1,0,27.52,Low
PRJ-00173,Infrastructure Project 00173,Ministry of Railways,Social Infrastructure,Andhra Pradesh,Central Government Agency,47432.87,53308.28,2939.85,51,27,7.27,61.45,52.94,7.31,58.45,3.01,2627.59,312.27,26,16,0,-8.51,12.39,14.26,1,1,21.58,Low
PRJ-00174,Infrastructure Project 00174,Ministry of Coal,Coal,West Bengal,Central Government Agency,38180.23,43309.66,28967.33,76,54,9.42,62.71,71.05,63.0,60.02,2.69,26943.89,2023.44,13,2,1,8.34,13.43,12.4,1,1,25.89,Low
PRJ-00175,Infrastructure Project 00175,Ministry of Power,Water & Sanitation,Bihar,Central Government Agency,9578.58,9853.85,4973.95,118,19,8.76,0.3,16.1,48.32,0.0,0.3,4762.95,211.0,25,4,3,15.8,2.87,7.42,0,0,28.99,Low
PRJ-00176,Infrastructure Project 00176,Ministry of Housing,Transport & Logistics,Telangana,Infrastructure Development Authority,16710.45,18267.46,9968.42,60,51,8.98,92.29,85.0,54.03,90.2,2.09,9454.96,513.45,18,13,1,-7.29,9.32,14.97,0,1,12.94,Low
PRJ-00177,Infrastructure Project 00177,Ministry of Power,Communication,West Bengal,Central Government Agency,46958.97,49379.93,13251.6,37,27,2.08,77.73,72.97,23.59,70.2,7.53,11692.8,1558.8,12,2,0,-4.76,5.16,5.62,0,0,9.77,Low
PRJ-00178,Infrastructure Project 00178,Ministry of Coal,Steel,Odisha,Public Sector Undertaking,12585.49,13855.11,4005.32,24,24,0.0,96.06,100.0,26.83,92.17,3.89,3935.07,70.25,25,16,0,3.94,10.09,0.0,1,0,15.32,Low
PRJ-00179,Infrastructure Project 00179,Ministry of Housing,Steel,Andhra Pradesh,Central Government Agency,6983.91,7641.88,658.73,70,70,0.14,100.0,100.0,4.91,95.52,4.48,565.58,93.14,7,6,0,0.0,9.42,0.2,0,0,20.72,Low
PRJ-00180,Infrastructure Project 00180,Ministry of Road Transport,Steel,Tamil Nadu,Infrastructure Development Authority,39032.42,43808.29,29649.45,83,53,5.39,77.81,63.86,64.81,76.88,0.93,29528.26,121.19,16,8,2,-13.95,12.24,6.5,1,0,12.58,Low
PRJ-00181,Infrastructure Project 00181,Ministry of Coal,Water & Sanitation,Uttar Pradesh,State Government Agency,49473.17,52672.37,5854.63,103,10,0.0,11.29,9.71,4.67,10.17,1.12,5348.38,506.26,10,5,0,-1.58,6.47,0.0,0,0,12.19,Low
PRJ-00182,Infrastructure Project 00182,Ministry of Road Transport,Water & Sanitation,Gujarat,Infrastructure Development Authority,15268.8,16948.41,6375.97,93,61,6.55,62.74,65.59,38.95,55.24,7.51,5743.05,632.92,21,11,2,2.85,11.0,7.04,1,0,12.98,Low
PRJ-00183,Infrastructure Project 00183,Ministry of Steel,Communication,Odisha,Infrastructure Development Authority,27600.57,32542.61,8274.58,88,34,11.84,45.86,38.64,19.42,44.6,1.25,7247.74,1026.84,18,14,0,-7.22,17.91,13.45,1,1,20.15,Low
PRJ-00184,Infrastructure Project 00184,Ministry of Communications,Communication,Maharashtra,State Government Agency,25986.07,27110.07,8144.95,89,10,3.22,4.51,11.24,28.68,4.17,0.34,7190.82,954.14,11,2,1,6.72,4.33,3.61,0,0,12.53,Low
PRJ-00185,Infrastructure Project 00185,Ministry of Road Transport,Transport & Logistics,Gujarat,Central Government Agency,44695.69,48576.26,23704.11,96,103,7.07,100.0,100.0,51.49,94.43,5.57,22550.86,1153.25,28,2,0,0.0,8.68,7.37,0,0,16.06,Low
PRJ-00186,Infrastructure Project 00186,Ministry of Steel,Transport & Logistics,Telangana,Public Sector Undertaking,42881.0,46380.01,19179.18,26,11,9.2,46.27,42.31,34.89,43.82,2.46,17607.08,1572.09,5,2,0,-3.97,8.16,35.38,0,1,29.84,Low
PRJ-00187,Infrastructure Project 00187,Ministry of Steel,Water & Sanitation,Andhra Pradesh,Infrastructure Development Authority,8671.18,10558.25,1374.65,64,27,14.4,48.23,42.19,15.48,40.82,7.41,1288.12,86.53,6,2,0,-6.04,21.76,22.5,1,1,27.1,Low
PRJ-00188,Infrastructure Project 00188,Ministry of Communications,Steel,Bihar,Infrastructure Development Authority,28761.4,32743.41,9664.1,71,44,0.0,73.93,61.97,34.27,71.76,2.17,8353.29,1310.8,11,9,0,-11.96,13.84,0.0,1,0,7.07,Low
PRJ-00189,Infrastructure Project 00189,Ministry of Coal,Water & Sanitation,Rajasthan,State Government Agency,21392.14,25709.47,20421.51,103,38,0.0,32.01,36.89,85.5,25.05,6.97,18096.26,2325.26,16,15,0,4.88,20.18,0.0,1,0,7.92,Low
PRJ-00190,Infrastructure Project 00190,Ministry of Steel,Communication,Rajasthan,State Government Agency,26567.54,28673.02,4857.2,93,65,3.81,53.97,69.89,12.21,48.84,5.13,4667.89,189.31,20,18,2,15.92,7.93,4.09,0,0,27.62,Low
PRJ-00191,Infrastructure Project 00191,Ministry of Railways,Coal,Gujarat,Central Government Agency,14969.77,18084.62,10642.33,27,20,2.59,69.79,74.07,58.57,65.75,4.04,10455.11,187.22,15,9,0,4.29,20.81,9.6,1,0,18.76,Low
PRJ-00192,Infrastructure Project 00192,Ministry of Power,Communication,Uttar Pradesh,State Government Agency,25428.06,27317.61,12308.46,39,48,0.94,100.0,100.0,47.83,97.97,2.03,11438.96,869.5,28,3,1,0.0,7.43,2.4,0,0,21.95,Low
PRJ-00193,Infrastructure Project 00193,Ministry of Jal Shakti,Energy,Bihar,Central Government Agency,10634.38,10830.52,9025.3,66,69,7.7,91.27,100.0,75.05,85.12,6.15,8718.97,306.33,21,21,2,8.73,1.84,11.67,0,1,13.28,Low
